1	0	205
2	205	210
3	415	202
4	617	215
5	832	229
6	1061	227
7	1288	207
8	1495	229
9	1724	215
10	1939	222
11	2161	4458
12	6619	11827
13	18446	13900
14	32346	3579
15	35925	1702
16	37627	605
17	38232	13920
18	52152	13445
19	65597	7533
20	73130	29565
21	102695	5007
22	107702	8048
23	115750	4643
24	120393	3496
25	123889	3933
26	127822	5044
27	132866	2247
28	135113	1885
29	136998	2501
30	139499	4301
31	143800	3295
32	147095	3167
33	150262	4246
34	154508	2806
35	157314	8381
36	165695	11124
37	176819	3368
38	180187	7823
39	188010	5365
40	193375	11542
41	204917	5216
42	210133	16191
43	226324	8034
44	234358	11430
45	245788	19987
46	265775	9234
47	275009	18428
48	293437	2253
49	295690	13017
50	308707	10746
51	319453	6976
52	326429	24109
53	350538	24082
54	374620	7376
55	381996	12590
56	394586	2064
57	396650	891
58	397541	2424
59	399965	1842
60	401807	2736
61	404543	3312
62	407855	2003
63	409858	2378
64	412236	1665
65	413901	2385
66	416286	1679
67	417965	1670
68	419635	1336
69	420971	5114
70	426085	1522
71	427607	3555
72	431162	2313
73	433475	1302
74	434777	3627
75	438404	2154
76	440558	4696
77	445254	286
78	445540	275
79	445815	286
80	446101	299
81	446400	285
82	446685	303
83	446988	85
84	447073	85
85	447158	10026
86	457184	18609
87	475793	11781
88	487574	12153
89	499727	9373
90	509100	8842
91	517942	7147
92	525089	13989
93	539078	16548
94	555626	14694
95	570320	14200
96	584520	21569
97	606089	21126
98	627215	15190
99	642405	17980
100	660385	6474
101	666859	14288
102	681147	14160
103	695307	791
104	696098	455
105	696553	299
106	696852	16353
107	713205	5331
108	718536	2307
109	720843	4280
110	725123	8600
111	733723	12563
112	746286	3003
113	749289	9137
114	758426	4454
115	762880	12613
116	775493	10186
117	785679	5416
118	791095	1955
119	793050	6970
120	800020	6437
121	806457	3941
122	810398	7840
123	818238	14081
124	832319	4548
125	836867	5636
126	842503	2121
127	844624	4164
128	848788	3893
129	852681	2855
130	855536	3126
131	858662	9384
132	868046	4565
133	872611	2881
134	875492	2377
135	877869	9633
136	887502	4697
137	892199	6058
138	898257	7129
139	905386	5263
140	910649	3590
141	914239	3727
142	917966	17359
143	935325	2393
144	937718	4424
145	942142	5851
146	947993	2491
147	950484	6471
148	956955	3572
149	960527	4914
150	965441	16100
151	981541	2569
152	984110	3201
153	987311	5181
154	992492	8953
155	1001445	7043
156	1008488	8779
157	1017267	21614
158	1038881	17847
159	1056728	5377
160	1062105	5079
161	1067184	3952
162	1071136	7025
163	1078161	5856
164	1084017	2691
165	1086708	5036
166	1091744	10046
167	1101790	4486
168	1106276	4630
169	1110906	8053
170	1118959	5594
171	1124553	2394
172	1126947	4457
173	1131404	8175
174	1139579	3919
175	1143498	11529
176	1155027	8876
177	1163903	3937
178	1167840	1897
179	1169737	3980
180	1173717	4392
181	1178109	3481
182	1181590	5493
183	1187083	15790
184	1202873	31763
185	1234636	11792
186	1246428	2812
187	1249240	3531
188	1252771	2190
189	1254961	4104
190	1259065	3567
191	1262632	2478
192	1265110	9566
193	1274676	2618
194	1277294	2923
195	1280217	4140
196	1284357	3555
197	1287912	2893
198	1290805	13616
199	1304421	3383
200	1307804	974
201	1308778	3019
202	1311797	4316
203	1316113	3239
204	1319352	9876
205	1329228	7690
206	1336918	5952
207	1342870	8264
208	1351134	26665
209	1377799	12004
210	1389803	15358
211	1405161	40211
212	1445372	32904
213	1478276	4947
214	1483223	15285
215	1498508	23275
216	1521783	4136
217	1525919	2281
218	1528200	2728
219	1530928	4187
220	1535115	8816
221	1543931	5427
222	1549358	243
223	1549601	3284
224	1552885	8599
225	1561484	2746
226	1564230	2398
227	1566628	4309
228	1570937	1987
229	1572924	2684
230	1575608	2115
231	1577723	1417
232	1579140	6597
233	1585737	3274
234	1589011	21044
235	1610055	4874
236	1614929	1608
237	1616537	7384
238	1623921	301
239	1624222	36387
240	1660609	6012
241	1666621	4572
242	1671193	5063
243	1676256	2886
244	1679142	1978
245	1681120	10466
246	1691586	2319
247	1693905	4610
248	1698515	7468
249	1705983	5643
250	1711626	6343
251	1717969	5644
252	1723613	7716
253	1731329	10132
254	1741461	11126
255	1752587	13454
256	1766041	817
257	1766858	1405
258	1768263	825
259	1769088	1480
260	1770568	813
261	1771381	826
262	1772207	1421
263	1773628	1429
264	1775057	1533
265	1776590	1544
266	1778134	870
267	1779004	1488
268	1780492	873
269	1781365	1496
270	1782861	1399
271	1784260	861
272	1785121	1424
273	1786545	862
274	1787407	867
275	1788274	1509
276	1789783	1507
277	1791290	1468
278	1792758	811
279	1793569	830
280	1794399	1426
281	1795825	862
282	1796687	1422
283	1798109	1404
284	1799513	1438
285	1800951	1420
286	1802371	1412
287	1803783	813
288	1804596	1473
289	1806069	1482
290	1807551	1356
291	1808907	1451
292	1810358	1497
293	1811855	814
294	1812669	1461
295	1814130	1683
296	1815813	1411
297	1817224	1469
298	1818693	1439
299	1820132	1427
300	1821559	1367
301	1822926	1374
302	1824300	878
303	1825178	1512
304	1826690	827
305	1827517	820
306	1828337	846
307	1829183	809
308	1829992	1531
309	1831523	819
310	1832342	820
311	1833162	1553
312	1834715	808
313	1835523	1460
314	1836983	1449
315	1838432	825
316	1839257	3619
317	1842876	2561
318	1845437	5101
319	1850538	3700
320	1854238	3790
321	1858028	4820
322	1862848	3707
323	1866555	3286
324	1869841	4537
325	1874378	2809
326	1877187	4459
327	1881646	11828
328	1893474	13901
329	1907375	3580
330	1910955	1703
331	1912658	606
332	1913264	13921
333	1927185	13446
334	1940631	7534
335	1948165	29566
336	1977731	11143
337	1988874	12662
338	2001536	1197
339	2002733	5644
340	2008377	4147
341	2012524	5178
342	2017702	18813
343	2036515	5517
344	2042032	5418
345	2047450	17794
346	2065244	249
347	2065493	249
348	2065742	279
349	2066021	238
350	2066259	303
351	2066562	231
352	2066793	240
353	2067033	222
354	2067255	229
355	2067484	243
356	2067727	255
357	2067982	216
358	2068198	216
359	2068414	273
360	2068687	237
361	2068924	199
362	2069123	237
363	2069360	234
364	2069594	264
365	2069858	267
366	2070125	4807
367	2074932	8193
368	2083125	10035
369	2093160	1300
370	2094460	7507
371	2101967	16473
372	2118440	6767
373	2125207	8752
374	2133959	5355
375	2139314	2685
376	2141999	1429
377	2143428	3827
378	2147255	3718
379	2150973	1496
380	2152469	9733
381	2162202	12149
382	2174351	8344
383	2182695	3522
384	2186217	4869
385	2191086	2087
386	2193173	2832
387	2196005	3180
388	2199185	24375
389	2223560	2009
390	2225569	2943
391	2228512	1149
392	2229661	2166
393	2231827	17662
394	2249489	14924
395	2264413	3832
396	2268245	6374
397	2274619	9968
398	2284587	7901
399	2292488	4340
400	2296828	6780
401	2303608	6234
402	2309842	3194
403	2313036	2551
404	2315587	1582
405	2317169	4016
406	2321185	3256
407	2324441	3844
408	2328285	2985
409	2331270	28742
410	2360012	7248
411	2367260	6266
412	2373526	1761
413	2375287	1796
414	2377083	1540
415	2378623	1221
